1
155	122
	-22.74888
	-22.7863
	-22.81748
	-22.91347
	-22.98434
	-23.03999
	-23.05595
	-23.08146
	-23.08306
	-23.11614
	-23.10717
	-23.07703
	-23.09657
	-23.08471
	-23.1172
	-23.16708
	-23.14666
	-23.12001
	-23.12832
	-23.13703
	-23.13154
	-23.12003
	-23.11705
	-23.09544
	-23.11007
	-23.12244
	-23.10487
	-23.10537
	-23.10331
	-23.08603
	-23.08909
	-23.12696
	-23.10131
	-23.08464
	-23.05788
	-23.01021
	-23.0395
	-23.03656
	-22.9994
	-23.03565
	-23.02948
	-23.12351
	-23.11089
	-23.09239
	-23.0944
	-23.11053
	-23.12887
	-23.16434
	-23.16339
	-23.12316
	-23.13609
	-23.15155
	-23.16162
	-23.16974
	-23.1112
	-23.18618
	-23.24634
	-23.26242
	-23.2812
	-23.33289
	-23.34901
	-23.41733
	-23.43527
	-23.4337
	-23.40067
	-23.37709
	-23.3611
	-23.37657
	-23.36996
	-23.33569
	-23.30173
	-23.2405
	-23.21443
	-23.1805
	-23.14154
	-23.06965
	-23.05079
	-23.11925
	-23.17154
	-23.19141
	-23.14911
	-23.1083
	-23.09445
	-23.11633
	-23.11503
	-23.12286
	-23.10768
	-23.05115
	-23.12153
	-23.1084
	-23.08625
	-23.12274
	-23.14338
	-23.15488
	-23.17474
	-23.15279
	-23.13711
	-23.11129
	-23.13887
	-23.17176
	-23.28203
	-23.32352
	-23.38609
	-23.48302
	-23.57456
	-23.55134
	-23.47324
	-23.38544
	-23.27236
	-23.16566
	-23.09138
	-23.08562
	-23.08304
	-23.05474
	-23.02935
	-23.0707
	-23.0805
	-23.15485
	-23.08647
	-23.01738
	-23.01666
	-22.94441
	-22.79707
	-22.8409
	-22.8947
	-22.94807
	-23.01564
	-23.06564
	-23.07873
	-23.1203
	-23.10872
	-23.09846
	-23.13036
	-23.1438
	-23.13455
	-23.13131
	-23.17657
	-23.20938
	-23.18072
	-23.16129
	-23.14668
	-23.18544
	-23.16124
	-23.1548
	-23.15535
	-23.15429
	-23.13202
	-23.13363
	-23.13577
	-23.12726
	-23.1169
	-23.10395
	-23.12483
	-23.16239
	-23.14667
	-23.14138
	-23.12774
	-23.14341
	-23.11057
	-23.10973
	-23.08744
	-23.09963
	-23.16629
	-23.16732
	-23.16923
	-23.16125
	-23.17427
	-23.1649
	-23.17371
	-23.20059
	-23.19527
	-23.16738
	-23.19611
	-23.23559
	-23.22909
	-23.25361
	-23.22149
	-23.27291
	-23.31976
	-23.32412
	-23.34293
	-23.40125
	-23.43308
	-23.46892
	-23.48685
	-23.47899
	-23.4727
	-23.43467
	-23.44502
	-23.46325
	-23.45281
	-23.42852
	-23.39235
	-23.3478
	-23.31881
	-23.30422
	-23.27316
	-23.19449
	-23.17002
	-23.19849
	-23.22748
	-23.19292
	-23.16198
	-23.08253
	-23.06112
	-23.07873
	-23.09442
	-23.09658
	-23.09963
	-23.04766
	-23.08147
	-23.15563
	-23.12114
	-23.16649
	-23.18334
	-23.30675
	-23.36887
	-23.36128
	-23.3145
	-23.28997
	-23.31153
	-23.33033
	-23.31694
	-23.31916
	-23.35947
	-23.43991
	-23.51127
	-23.53288
	-23.46602
	-23.37067
	-23.29044
	-23.20509
	-23.19448
	-23.1983
	-23.19982
	-23.15773
	-23.1224
	-23.13176
	-23.14561
	-23.15831
	-23.15089
	-23.11042
	-23.13744
	-23.21706
	-22.87535
	-22.96764
	-23.02212
	-23.02107
	-23.12251
	-23.14671
	-23.2003
	-23.15381
	-23.20362
	-23.18693
	-23.16611
	-23.19585
	-23.22392
	-23.23342
	-23.27677
	-23.2672
	-23.28803
	-23.25819
	-23.23759
	-23.23021
	-23.2186
	-23.2157
	-23.20829
	-23.21024
	-23.18043
	-23.18237
	-23.17548
	-23.17978
	-23.1673
	-23.1525
	-23.17661
	-23.20118
	-23.19651
	-23.21538
	-23.21711
	-23.22585
	-23.2317
	-23.2179
	-23.15677
	-23.15121
	-23.22124
	-23.22791
	-23.23001
	-23.22148
	-23.23512
	-23.24399
	-23.24209
	-23.24062
	-23.28849
	-23.31945
	-23.33584
	-23.32659
	-23.3354
	-23.3027
	-23.28315
	-23.32257
	-23.36001
	-23.38861
	-23.41849
	-23.46767
	-23.52143
	-23.52395
	-23.53557
	-23.5475
	-23.56824
	-23.53263
	-23.51218
	-23.53882
	-23.5349
	-23.51943
	-23.48698
	-23.44305
	-23.42709
	-23.42339
	-23.37033
	-23.32652
	-23.287
	-23.27541
	-23.25798
	-23.17698
	-23.13749
	-23.0863
	-23.07905
	-23.11332
	-23.12776
	-23.11794
	-23.11682
	-23.06957
	-23.10162
	-23.14622
	-23.16883
	-23.2583
	-23.30722
	-23.43684
	-23.50224
	-23.47946
	-23.44945
	-23.42386
	-23.42044
	-23.43227
	-23.41606
	-23.38236
	-23.40514
	-23.4783
	-23.52349
	-23.5156
	-23.45941
	-23.38387
	-23.31595
	-23.27031
	-23.31754
	-23.36537
	-23.36599
	-23.31759
	-23.23824
	-23.2069
	-23.16828
	-23.15907
	-23.14213
	-23.09871
	-23.12546
	-23.19807
	-23.07251
	-23.11752
	-23.1624
	-23.16114
	-23.22189
	-23.2524
	-23.24758
	-23.24818
	-23.29135
	-23.27137
	-23.24571
	-23.21613
	-23.24118
	-23.29933
	-23.31738
	-23.35682
	-23.36644
	-23.33847
	-23.28487
	-23.2537
	-23.2537
	-23.24166
	-23.23908
	-23.24681
	-23.24874
	-23.2423
	-23.22163
	-23.20045
	-23.20131
	-23.2274
	-23.23502
	-23.26578
	-23.29054
	-23.29514
	-23.27023
	-23.26813
	-23.27014
	-23.25102
	-23.22904
	-23.23009
	-23.22636
	-23.2737
	-23.28227
	-23.31136
	-23.34072
	-23.32251
	-23.32911
	-23.30781
	-23.33019
	-23.36989
	-23.38657
	-23.43261
	-23.43263
	-23.42731
	-23.42505
	-23.4134
	-23.40023
	-23.40491
	-23.45748
	-23.55788
	-23.59206
	-23.58361
	-23.62257
	-23.64039
	-23.65572
	-23.60782
	-23.6218
	-23.63049
	-23.62441
	-23.60402
	-23.58945
	-23.54815
	-23.53568
	-23.50134
	-23.43701
	-23.40444
	-23.35511
	-23.2869
	-23.21655
	-23.16053
	-23.16559
	-23.17251
	-23.1841
	-23.17002
	-23.22501
	-23.17652
	-23.14293
	-23.17736
	-23.17821
	-23.21253
	-23.26358
	-23.32304
	-23.41359
	-23.4698
	-23.57168
	-23.55079
	-23.52217
	-23.52909
	-23.52375
	-23.54099
	-23.54915
	-23.51112
	-23.51394
	-23.53075
	-23.54071
	-23.49769
	-23.44684
	-23.4233
	-23.38718
	-23.39156
	-23.45203
	-23.51972
	-23.50408
	-23.44995
	-23.35459
	-23.29386
	-23.26097
	-23.19589
	-23.10171
	-23.06024
	-23.06499
	-23.10427
	-23.14955
	-23.18314
	-23.2306
	-23.28233
	-23.30093
	-23.34261
	-23.36615
	-23.35879
	-23.35725
	-23.30751
	-23.27403
	-23.26597
	-23.30319
	-23.3108
	-23.36721
	-23.4038
