1
155	122
	-22.84111
	-22.89763
	-22.89378
	-22.90437
	-22.945
	-23.06616
	-23.01991
	-23.01927
	-23.06748
	-23.05691
	-23.07904
	-23.20744
	-23.25074
	-23.33771
	-23.35331
	-23.33672
	-23.31921
	-23.28373
	-23.31977
	-23.33728
	-23.32029
	-23.38227
	-23.33813
	-23.35604
	-23.43979
	-23.42108
	-23.37529
	-23.32453
	-23.25747
	-23.24237
	-23.22477
	-23.25506
	-23.18177
	-23.20378
	-23.24679
	-23.28162
	-23.36528
	-23.36623
	-23.34771
	-23.44035
	-23.45178
	-23.50613
	-23.55943
	-23.48495
	-23.53735
	-23.49507
	-23.52073
	-23.44764
	-23.42453
	-23.40883
	-23.40024
	-23.41557
	-23.41049
	-23.38675
	-23.45278
	-23.47946
	-23.50081
	-23.64692
	-23.62336
	-23.62022
	-23.61748
	-23.70429
	-23.77093
	-23.79521
	-23.83076
	-23.86806
	-23.74308
	-23.6684
	-23.58996
	-23.56156
	-23.56875
	-23.57219
	-23.56656
	-23.54735
	-23.47105
	-23.45629
	-23.50105
	-23.50074
	-23.40043
	-23.35246
	-23.27145
	-23.15601
	-23.15253
	-23.17048
	-23.27247
	-23.36766
	-23.53105
	-23.59915
	-23.61761
	-23.62011
	-23.54078
	-23.4552
	-23.38651
	-23.38302
	-23.55687
	-23.67963
	-23.68613
	-23.57607
	-23.50678
	-23.63614
	-23.63345
	-23.65212
	-23.59192
	-23.49872
	-23.32913
	-23.21326
	-23.03647
	-22.86917
	-22.82501
	-22.82166
	-22.86712
	-22.88864
	-22.66904
	-22.48357
	-22.43309
	-22.43017
	-22.28204
	-22.16244
	-22.14665
	-22.09031
	-21.87958
	-21.74625
	-22.92616
	-22.93931
	-22.96075
	-23.03739
	-23.15915
	-23.03139
	-23.01349
	-23.06544
	-23.05715
	-23.05612
	-23.16082
	-23.21358
	-23.27333
	-23.30634
	-23.33357
	-23.40225
	-23.3221
	-23.27444
	-23.28914
	-23.38911
	-23.36373
	-23.3755
	-23.38613
	-23.46811
	-23.49339
	-23.5518
	-23.44897
	-23.43579
	-23.33737
	-23.26961
	-23.35659
	-23.34287
	-23.28842
	-23.23055
	-23.33533
	-23.34364
	-23.33515
	-23.45485
	-23.41129
	-23.4769
	-23.38428
	-23.44816
	-23.47116
	-23.50139
	-23.56416
	-23.52605
	-23.47277
	-23.47521
	-23.42583
	-23.41499
	-23.4223
	-23.51572
	-23.54394
	-23.52394
	-23.57557
	-23.59579
	-23.5871
	-23.73846
	-23.64863
	-23.64851
	-23.66863
	-23.69922
	-23.75348
	-23.79843
	-23.86126
	-23.86188
	-23.81015
	-23.71905
